"ID";"wildsoort";"postcode_afschot_locatie";"gemeente_afschot_locatie";"provincie";"afschotjaar"
487;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2015
488;"Ree";2321;"Meer";"Antwerpen";2005
489;"Ree";3670;"Ellekom";"Limburg";2007
490;"Ree";3520;"Geetbets";"Limburg";2005
491;"Ree";3980;"Maaseik";"Limburg";2010
492;"Wild zwijn";3740;"BILZEN";"Limburg";2017
493;"Ree";2381;"RAVELS";"Antwerpen";2011
494;"Ree";1570;"GALMAARDEN";"Vlaams-Brabant";2014
495;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
496;"Ree";3920;"Lommel";"Limburg";2006
497;"Ree";3290;"Deurne";"Vlaams-Brabant";2006
498;"Ree";3620;"LANAKEN";"Limburg";2018
499;"Ree";3520;"Geetbets";"Limburg";2009
500;"Ree";3990;"Opgrimbie";"Limburg";2010
501;"Ree";2490;"BALEN";"Antwerpen";2016
502;"Ree";2400;"GEEL";"Antwerpen";2002
503;"Ree";2980;"ZOERSEL";"Antwerpen";2016
504;"Ree";3640;"KINROOI";"Limburg";2016
505;"Ree";2360;"Kessel";"Antwerpen";2012
506;"Ree";2330;"BORNEM";"Antwerpen";2011
507;"Ree";3920;"Lommel";"Limburg";2002
508;"Wild zwijn";3740;"BILZEN";"Limburg";2014
509;"Ree";2260;"Westerlo";"Antwerpen";2003
510;"Ree";3580;"Beringen";"Limburg";2011
511;"Ree";1570;"GALMAARDEN";"Vlaams-Brabant";2018
512;"Ree";3920;"Lommel";"Limburg";2009
513;"Ree";2880;"BORNEM";"Antwerpen";2015
514;"Wild zwijn";3690;NA;"Limburg";2008
515;"Ree";3530;"Achel";"Limburg";2007
516;"Ree";9080;"LOCHRISTI";"Oost-Vlaanderen";2016
517;"Ree";2382;"Poppel";"Antwerpen";2009
518;"Ree";3550;"Beringen";"Limburg";2009
519;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2016
520;"Wild zwijn";3790;"VOEREN";"Voeren";2014
521;"Ree";2880;"Bornem";"Antwerpen";2009
522;"Ree";3720;"Kortesem";"Limburg";2009
523;"Ree";2330;"BORNEM";"Antwerpen";2013
524;"Ree";NA;NA;"Limburg";2014
525;"Ree";3320;"Hoegaarden";"Vlaams-Brabant";2004
526;"Ree";3512;"Kuringen";"Limburg";2013
527;"Wild zwijn";3690;"ZUTENDAAL";"Limburg";2018
528;"Ree";2880;"BORNEM";"Antwerpen";2018
529;"Ree";3545;"Halen";"Limburg";2008
530;"Ree";3920;"LOMMEL";"Limburg";2018
531;"Ree";3730;"Hoeselt";"Limburg";2013
532;"Wild zwijn";NA;NA;"Limburg";2018
533;"Ree";9400;"NINOVE";"Oost-Vlaanderen";2018
534;"Ree";3581;"Beringen";"Limburg";2006
535;"Ree";NA;NA;"Vlaams-Brabant";2016
536;"Ree";2480;"DESSEL";"Antwerpen";2015
537;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2007
538;"Ree";3960;"BREE";"Limburg";2015
539;"Ree";3560;"Linkhout";"Limburg";2002
540;"Ree";2243;"Pulle";"Antwerpen";2012
541;"Ree";3270;"SCHERPENHEUVEL-ZICHEM";"Vlaams-Brabant";2017
542;"Ree";3800;"Binderveld";"Limburg";2013
543;"Ree";2490;"Balen";"Antwerpen";2008
544;"Ree";3660;"OPGLABBEEK";"Limburg";2015
545;"Ree";2370;"Arendonk";"Antwerpen";2005
546;"Ree";3670;"Ellekom";"Limburg";2006
547;"Ree";9112;"Sinaai-Waas";"Oost-Vlaanderen";2012
548;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2015
549;"Ree";3920;"LOMMEL";"Limburg";2016
550;"Ree";3511;"Beringen";"Limburg";2009
551;"Ree";3990;"Opgrimbie";"Limburg";2011
552;"Ree";9180;"MOERBEKE";"Oost-Vlaanderen";2016
553;"Ree";3940;"Bilzen";"Limburg";2005
554;"Ree";3390;"TIELT-WINGE";"Vlaams-Brabant";2018
555;"Ree";3640;"Gellik";"Limburg";2008
556;"Ree";2812;"Muizen";"Antwerpen";2005
557;"Ree";2382;"Poppel";"Antwerpen";2009
558;"Ree";2370;"Arendonk";"Antwerpen";2002
559;"Ree";2330;"BORNEM";"Antwerpen";2009
560;"Ree";3583;"Beringen";"Limburg";2003
561;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2007
562;"Ree";2960;"Brecht";"Antwerpen";2006
563;"Ree";3150;"Haacht";"Vlaams-Brabant";2008
564;"Ree";2800;"MECHELEN";"Antwerpen";2018
565;"Ree";2570;"Duffel";"Antwerpen";2011
566;"Ree";3940;"Bilzen";"Limburg";2013
567;"Wild zwijn";3790;"VOEREN";"Voeren";2016
568;"Ree";3590;"DIEPENBEEK";"Limburg";2016
569;"Ree";2440;"GEEL";"Antwerpen";2010
570;"Ree";3940;"Bilzen";"Limburg";2002
571;"Ree";2440;"GEEL";"Antwerpen";2007
572;"Ree";3930;"Achel";"Limburg";2008
573;"Ree";3150;"Haacht";"Vlaams-Brabant";2008
574;"Ree";1790;"AFFLIGEM";"Vlaams-Brabant";2016
575;"Ree";3560;"Linkhout";"Limburg";2006
576;"Ree";2480;"Dessel";"Antwerpen";2010
577;"Wild zwijn";3900;"OVERPELT";"Limburg";2014
578;"Ree";3665;"As";"Limburg";2004
579;"Ree";2370;"Arendonk";"Antwerpen";2013
580;"Ree";3450;"Bocholt";"Vlaams-Brabant";2009
581;"Ree";3970;"Hoogbosch";"Limburg";2009
582;"Ree";NA;NA;"Limburg";2014
583;"Ree";3582;"Beringen";"Limburg";2008
584;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
585;"Ree";2370;"Arendonk";"Antwerpen";2004
586;"Ree";3980;"Maaseik";"Limburg";2011
587;"Ree";3680;"MAASEIK";"Limburg";2015
588;"Ree";3980;"TESSENDERLO";"Limburg";2017
589;"Wild zwijn";3791;NA;"Voeren";2009
590;"Ree";2270;"HERENTHOUT";"Antwerpen";2014
591;"Ree";2320;"Hoogstraten";"Antwerpen";2006
592;"Ree";NA;NA;"Limburg";2016
593;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2014
594;"Ree";2340;"BEERSE";"Antwerpen";2017
595;"Wild zwijn";3790;"VOEREN";"Voeren";2017
596;"Ree";3950;"Bochelt";"Limburg";2008
597;"Ree";NA;NA;"Limburg";2014
598;"Ree";2880;"Bornem";"Antwerpen";2013
599;"Ree";2321;"Meer";"Antwerpen";2005
600;"Ree";3800;"Binderveld";"Limburg";2010
601;"Ree";2400;"MOL";"Antwerpen";2018
602;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2015
603;"Ree";2500;"Koningshooikt";"Antwerpen";2006
604;"Ree";3510;"Hasselt";"Limburg";2007
605;"Ree";9300;"AALST";"Oost-Vlaanderen";2016
606;"Ree";2340;"Beerse";"Antwerpen";2013
607;"Ree";3950;"BOCHOLT";"Limburg";2014
608;"Ree";3970;"LEOPOLDSBURG";"Limburg";2017
609;"Ree";3290;"Deurne";"Vlaams-Brabant";2004
610;"Ree";3660;"Opglabbeek";"Limburg";2006
611;"Ree";2860;"Sint-Katelijne-Waver";"Antwerpen";2008
612;"Ree";3270;"Scherpenheuvel-Zichem";"Vlaams-Brabant";2009
613;"Wild zwijn";3793;NA;"Voeren";2010
614;"Ree";2230;"Herselt";"Antwerpen";2013
615;"Ree";NA;NA;"Limburg";2016
616;"Ree";3950;"Bochelt";"Limburg";2004
617;"Ree";3960;"Bree";"Limburg";2012
618;"Ree";2490;"BALEN";"Antwerpen";2018
619;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2014
620;"Ree";3545;"Halen";"Limburg";2011
621;"Wild zwijn";3620;NA;"Limburg";2009
622;"Ree";3980;"TESSENDERLO";"Limburg";2016
623;"Ree";3920;"Lommel";"Limburg";2011
624;"Ree";3945;"Ham";"Limburg";2009
625;"Ree";3730;"Hoeselt";"Limburg";2013
626;"Ree";2275;"LILLE";"Antwerpen";2016
627;"Ree";3440;"Halle-Booienhoven";"Vlaams-Brabant";2012
628;"Ree";2440;"GEEL";"Antwerpen";2012
629;"Ree";2880;"BORNEM";"Antwerpen";2018
630;"Ree";3680;"MAASEIK";"Limburg";2014
631;"Wild zwijn";3920;"LOMMEL";"Limburg";2016
632;"Wild zwijn";3690;"ZUTENDAAL";"Limburg";2017
633;"Ree";2382;"Poppel";"Antwerpen";2010
634;"Ree";3670;"Ellekom";"Limburg";2011
635;"Ree";3520;"ZONHOVEN";"Limburg";2015
636;"Ree";2240;"GEEL";"Antwerpen";2003
637;"Wild zwijn";3940;NA;"Limburg";2013
638;"Ree";2380;"RAVELS";"Antwerpen";2016
639;"Ree";2920;"ESSEN";"Antwerpen";2009
640;"Ree";2300;"OUD-TURNHOUT";"Antwerpen";2011
641;"Ree";2400;"GEEL";"Antwerpen";2011
642;"Ree";9400;"NINOVE";"Oost-Vlaanderen";2016
643;"Ree";9200;"Dendermonde";"Oost-Vlaanderen";2013
644;"Ree";3640;"KINROOI";"Limburg";2016
645;"Ree";9300;"Aalst";"Oost-Vlaanderen";2012
646;"Wild zwijn";3900;"OVERPELT";"Limburg";2015
647;"Ree";3221;"";"Vlaams-Brabant";2008
648;"Ree";3630;"MAASMECHELEN";"Limburg";2016
649;"Ree";2390;"Malle";"Antwerpen";2011
650;"Ree";3630;"MAASMECHELEN";"Limburg";2018
651;"Ree";3950;"BOCHOLT";"Limburg";2015
652;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
653;"Ree";3630;"MAASMECHELEN";"Limburg";2014
654;"Ree";2328;"Heerle";"Antwerpen";2009
655;"Ree";3660;"Opglabbeek";"Limburg";2007
656;"Ree";3990;"Opgrimbie";"Limburg";2005
657;"Ree";3690;"Bree";"Limburg";2007
658;"Ree";2560;"BEVEL";"Antwerpen";2010
659;"Wild zwijn";2370;"ARENDONK";"Antwerpen";2019
660;"Wild zwijn";3793;NA;"Voeren";2006
661;"Ree";9080;"LOCHRISTI";"Oost-Vlaanderen";2017
662;"Ree";2322;"Hoogstraten";"Antwerpen";2011
663;"Ree";2323;"";"Antwerpen";2009
664;"Wild zwijn";8210;"ZEDELGEM";"West-Vlaanderen";2014
665;"Ree";2370;"Arendonk";"Antwerpen";2003
666;"Wild zwijn";3630;NA;"Limburg";2012
667;"Ree";2400;"GEEL";"Antwerpen";2004
668;"Ree";2490;"Balen";"Antwerpen";2005
669;"Ree";3520;"Geetbets";"Limburg";2010
670;"Ree";2400;"MOL";"Antwerpen";2015
671;"Ree";3990;"Opgrimbie";"Limburg";2009
672;"Wild zwijn";3790;"VOEREN";"Voeren";2017
673;"Ree";9850;"Nevele";"Oost-Vlaanderen";2012
674;"Ree";3910;"NEERPELT";"Limburg";2017
675;"Ree";3950;"Bochelt";"Limburg";2005
676;"Ree";3220;"HOLSBEEK";"Vlaams-Brabant";2017
677;"Ree";2220;"HEIST-OP-DEN-BERG";"Antwerpen";2017
678;"Wild zwijn";3580;"BERINGEN";"Limburg";2015
679;"Ree";2370;"ARENDONK";"Antwerpen";2014
680;"Ree";2450;"Meerhout";"Antwerpen";2004
681;"Wild zwijn";NA;NA;NA;2015
682;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2003
683;"Ree";3550;"Beringen";"Limburg";2009
684;"Ree";3530;"Achel";"Limburg";2013
685;"Ree";2910;"ESSEN";"Antwerpen";2017
686;"Ree";9080;"LOCHRISTI";"Oost-Vlaanderen";2018
687;"Ree";1910;"Kampenhout";"Vlaams-Brabant";2008
688;"Ree";3720;"Kortesem";"Limburg";2013
689;"Ree";2920;"KALMTHOUT";"Antwerpen";2017
690;"Ree";NA;NA;"Antwerpen";2016
691;"Ree";3980;"TESSENDERLO";"Limburg";2018
692;"Ree";3110;"Rotselaar";"Vlaams-Brabant";2011
693;"Ree";3680;"0poeteren";"Limburg";2012
694;"Ree";3150;"Haacht";"Vlaams-Brabant";2006
695;"Ree";3620;"Gellik";"Limburg";2013
696;"Ree";2880;"BORNEM";"Antwerpen";2014
697;"Ree";2430;"LAAKDAL";"Antwerpen";2017
698;"Ree";3290;"DIEST";"Vlaams-Brabant";2016
699;"Ree";2980;"Hal";"Antwerpen";2004
700;"Ree";2460;"Kasterlee";"Antwerpen";2013
701;"Ree";2323;"";"Antwerpen";2002
702;"Ree";2980;"Hal";"Antwerpen";2004
703;"Ree";3620;"LANAKEN";"Limburg";2018
704;"Ree";3582;"Beringen";"Limburg";2004
705;"Ree";2220;"Hallaar";"Antwerpen";2002
706;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2014
707;"Ree";3320;"HOEGAARDEN";"Vlaams-Brabant";2017
708;"Ree";3940;"Bilzen";"Limburg";2009
709;"Ree";3530;"Achel";"Limburg";2011
710;"Ree";2390;"MALLE";"Antwerpen";2018
711;"Ree";2880;"BORNEM";"Antwerpen";2014
712;"Ree";2980;"Hal";"Antwerpen";2008
713;"Ree";2490;"Balen";"Antwerpen";2006
714;"Ree";3384;"";"Vlaams-Brabant";2005
715;"Ree";2990;"LOENHOUT";"Antwerpen";2007
716;"Ree";2260;"Westerlo";"Antwerpen";2008
717;"Ree";3920;"Lommel";"Limburg";2011
718;"Ree";3740;"Beeverst-Bilzen";"Limburg";2007
719;"Ree";2200;"Herentals";"Antwerpen";2006
720;"Ree";3680;"0poeteren";"Limburg";2008
721;"Ree";2490;"Balen";"Antwerpen";2003
722;"Ree";2490;"Balen";"Antwerpen";2005
723;"Ree";3640;"KINROOI";"Limburg";2018
724;"Ree";2360;"Kessel";"Antwerpen";2007
725;"Ree";2450;"Meerhout";"Antwerpen";2012
726;"Ree";NA;NA;"Limburg";2014
727;"Ree";2370;"Arendonk";"Antwerpen";2010
728;"Ree";3980;"Maaseik";"Limburg";2013
729;"Ree";NA;NA;"Antwerpen";2015
730;"Wild zwijn";3665;NA;"Limburg";2011
731;"Wild zwijn";3740;"BILZEN";"Limburg";2016
732;"Ree";3473;"";"Vlaams-Brabant";2012
733;"Ree";2960;"Brecht";"Antwerpen";2002
734;"Ree";3581;"Beringen";"Limburg";2010
735;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2017
736;"Ree";3640;"Gellik";"Limburg";2006
737;"Ree";3530;"Achel";"Limburg";2012
738;"Ree";2880;"BORNEM";"Antwerpen";2014
739;"Ree";2200;"Herentals";"Antwerpen";2013
740;"Ree";3730;"HOESELT";"Limburg";2018
741;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
742;"Ree";3620;"LANAKEN";"Limburg";2018
743;"Ree";2490;"BALEN";"Antwerpen";2014
744;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2016
745;"Ree";2440;"GEEL";"Antwerpen";2019
746;"Ree";3272;"Averbode";"Vlaams-Brabant";2010
747;"Ree";2290;"VORSELAAR";"Antwerpen";2018
748;"Ree";3920;"LOMMEL";"Limburg";2017
749;"Ree";2460;"KASTERLEE";"Antwerpen";2018
750;"Ree";2900;"SCHOTEN";"Antwerpen";2015
751;"Ree";NA;NA;"Antwerpen";2015
752;"Ree";3720;"KORTESSEM";"Limburg";2014
753;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2012
754;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2010
755;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2016
756;"Ree";9290;"BERLARE";"Oost-Vlaanderen";2017
757;"Ree";3660;"Opglabbeek";"Limburg";2005
758;"Wild zwijn";2380;"RAVELS";"Antwerpen";2017
759;"Ree";3370;"Boutersem";"Vlaams-Brabant";2008
760;"Ree";3700;"TONGEREN";"Limburg";2018
761;"Ree";3720;"Kortesem";"Limburg";2005
762;"Ree";3650;"Bilzen";"Limburg";2008
763;"Ree";2381;"RAVELS";"Antwerpen";2009
764;"Ree";3510;"Hasselt";"Limburg";2012
765;"Wild zwijn";3650;NA;"Limburg";2012
766;"Ree";NA;NA;"Limburg";2018
767;"Ree";3271;"Averbode";"Vlaams-Brabant";2010
768;"Ree";3690;"Bree";"Limburg";2010
769;"Ree";NA;NA;"Limburg";2016
770;"Ree";3660;"Opglabbeek";"Limburg";2013
771;"Ree";2380;"RAVELS";"Antwerpen";2014
772;"Ree";3650;"Bilzen";"Limburg";2013
773;"Ree";2430;"Eindhout";"Antwerpen";2013
774;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2016
775;"Ree";3110;"ROTSELAAR";"Vlaams-Brabant";2015
776;"Ree";3530;"Achel";"Limburg";2005
777;"Ree";3545;"Halen";"Limburg";2004
778;"Ree";3530;"Achel";"Limburg";2004
779;"Ree";2328;"Heerle";"Antwerpen";2008
780;"Ree";2230;"Herselt";"Antwerpen";2011
781;"Ree";2900;"SCHOTEN";"Antwerpen";2015
782;"Ree";3790;"VOEREN";"Voeren";2018
783;"Ree";3272;"Averbode";"Vlaams-Brabant";2007
784;"Ree";3582;"Beringen";"Limburg";2003
785;"Ree";3960;"Bree";"Limburg";2008
786;"Ree";3920;"Lommel";"Limburg";2005
787;"Ree";3680;"0poeteren";"Limburg";2012
788;"Ree";NA;NA;"Oost-Vlaanderen";2016
789;"Ree";3583;"Beringen";"Limburg";2008
790;"Ree";3990;"PEER";"Limburg";2014
791;"Ree";2980;"Hal";"Antwerpen";2009
792;"Ree";3700;"TONGEREN";"Limburg";2018
793;"Ree";2520;"Oelegem";"Antwerpen";2003
794;"Ree";3660;"Opglabbeek";"Limburg";2010
795;"Ree";3990;"Opgrimbie";"Limburg";2010
796;"Ree";2230;"Herselt";"Antwerpen";2010
797;"Ree";3530;"Achel";"Limburg";2011
798;"Ree";3940;"Bilzen";"Limburg";2005
799;"Ree";2260;"Westerlo";"Antwerpen";2006
800;"Ree";1670;"Pepingen";"Vlaams-Brabant";2009
801;"Ree";2980;"ZOERSEL";"Antwerpen";2015
802;"Wild zwijn";3920;"LOMMEL";"Limburg";2017
803;"Ree";3560;"LUMMEN";"Limburg";2018
804;"Ree";3450;"GEETBETS";"Vlaams-Brabant";2014
805;"Ree";3730;"HOESELT";"Limburg";2017
806;"Ree";3680;"0poeteren";"Limburg";2013
807;"Ree";2400;"GEEL";"Antwerpen";2008
808;"Ree";9310;"";"Oost-Vlaanderen";2013
809;"Ree";3540;"HERK-DE-STAD";"Limburg";2015
810;"Ree";3530;"Achel";"Limburg";2012
811;"Ree";3520;"Geetbets";"Limburg";2006
812;"Ree";2382;"Poppel";"Antwerpen";2006
813;"Ree";3920;"Lommel";"Limburg";2006
814;"Ree";3950;"Bochelt";"Limburg";2010
815;"Ree";2300;"OUD-TURNHOUT";"Antwerpen";2010
816;"Ree";2430;"Eindhout";"Antwerpen";2003
817;"Ree";2290;"VORSELAAR";"Antwerpen";2018
818;"Ree";2230;"Herselt";"Antwerpen";2006
819;"Ree";2220;"Hallaar";"Antwerpen";2010
820;"Ree";3680;"0poeteren";"Limburg";2013
821;"Ree";3580;"BERINGEN";"Limburg";2015
822;"Ree";3890;"GINGELOM";"Limburg";2016
823;"Ree";9300;"AALST";"Oost-Vlaanderen";2017
824;"Ree";3545;"Halen";"Limburg";2007
825;"Ree";2530;"BOECHOUT";"Antwerpen";2017
826;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
827;"Ree";3690;"Bree";"Limburg";2006
828;"Ree";2490;"Balen";"Antwerpen";2007
829;"Ree";2440;"GEEL";"Antwerpen";2016
830;"Ree";3945;"HAM";"Limburg";2015
831;"Ree";2480;"Dessel";"Antwerpen";2003
832;"Ree";3970;"LEOPOLDSBURG";"Limburg";2016
833;"Ree";3550;"Beringen";"Limburg";2003
834;"Ree";3320;"HOEGAARDEN";"Vlaams-Brabant";2017
835;"Ree";NA;NA;"Limburg";2014
836;"Ree";2460;"Kasterlee";"Antwerpen";2009
837;"Ree";3530;"Achel";"Limburg";2012
838;"Ree";NA;NA;"Antwerpen";2015
839;"Ree";2431;"Laakdal";"Antwerpen";2008
840;"Ree";3560;"Linkhout";"Limburg";2012
841;"Ree";3650;"Bilzen";"Limburg";2010
842;"Ree";3053;"";"Vlaams-Brabant";2002
843;"Edelhert";8490;NA;"West-Vlaanderen";2012
844;"Ree";3680;"0poeteren";"Limburg";2013
845;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2016
846;"Ree";2970;"Schilde";"Antwerpen";2012
847;"Ree";3050;"";"Vlaams-Brabant";2002
848;"Ree";3910;"NEERPELT";"Limburg";2017
849;"Ree";2230;"Herselt";"Antwerpen";2005
850;"Ree";3940;"Bilzen";"Limburg";2011
851;"Ree";3950;"BOCHOLT";"Limburg";2017
852;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2014
853;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2007
854;"Ree";3530;"Achel";"Limburg";2007
855;"Ree";3980;"Maaseik";"Limburg";2004
856;"Ree";2250;"OLEN";"Antwerpen";2013
857;"Ree";3540;"Berbroek";"Limburg";2013
858;"Wild zwijn";3791;NA;"Voeren";2011
859;"Ree";3582;"Beringen";"Limburg";2002
860;"Ree";2950;"KAPELLEN";"Antwerpen";2016
861;"Wild zwijn";3582;NA;"Limburg";2012
862;"Ree";3630;"Eisden";"Limburg";2007
863;"Ree";3380;"Glabbeek";"Vlaams-Brabant";2009
864;"Ree";3560;"Linkhout";"Limburg";2003
865;"Ree";2380;"RAVELS";"Antwerpen";2017
866;"Ree";2880;"Bornem";"Antwerpen";2006
867;"Ree";3910;"NEERPELT";"Limburg";2018
868;"Ree";3670;"Ellekom";"Limburg";2011
869;"Ree";3950;"BOCHOLT";"Limburg";2015
870;"Ree";2275;"LILLE";"Antwerpen";2018
871;"Ree";3680;"MAASEIK";"Limburg";2019
872;"Ree";2960;"BRECHT";"Antwerpen";2017
873;"Ree";3530;"Achel";"Limburg";2009
874;"Ree";2220;"Hallaar";"Antwerpen";2010
875;"Ree";2960;"BRECHT";"Antwerpen";2017
876;"Ree";3660;"Opglabbeek";"Limburg";2011
877;"Ree";2400;"GEEL";"Antwerpen";2011
878;"Ree";3110;"ROTSELAAR";"Vlaams-Brabant";2014
879;"Ree";NA;NA;"Limburg";2018
880;"Ree";3500;"Hasselt";"Limburg";2011
881;"Ree";2400;"MOL";"Antwerpen";2018
882;"Ree";3670;"Ellekom";"Limburg";2010
883;"Ree";8970;"POPERINGE";"West-Vlaanderen";2015
884;"Ree";3270;"Scherpenheuvel-Zichem";"Vlaams-Brabant";2004
885;"Ree";2491;"Balen";"Antwerpen";2012
886;"Ree";3290;"DIEST";"Vlaams-Brabant";2017
887;"Ree";3390;"TIELT-WINGE";"Vlaams-Brabant";2015
888;"Ree";3630;"Eisden";"Limburg";2007
889;"Ree";2960;"Brecht";"Antwerpen";2010
890;"Ree";3520;"Geetbets";"Limburg";2012
891;"Ree";2460;"KASTERLEE";"Antwerpen";2016
892;"Ree";2230;"HERSELT";"Antwerpen";2017
893;"Ree";3790;"Diepenbeek";"Voeren";2004
894;"Ree";2380;"RAVELS";"Antwerpen";2014
895;"Ree";3150;"Haacht";"Vlaams-Brabant";2004
896;"Ree";2880;"Bornem";"Antwerpen";2013
897;"Ree";3440;"Halle-Booienhoven";"Vlaams-Brabant";2006
898;"Ree";3790;"Diepenbeek";"Voeren";2013
899;"Ree";3730;"Hoeselt";"Limburg";2006
900;"Ree";2880;"Bornem";"Antwerpen";2007
901;"Ree";3550;"Beringen";"Limburg";2007
902;"Ree";3545;"Halen";"Limburg";2005
903;"Ree";3790;"Diepenbeek";"Voeren";2006
904;"Ree";2480;"Dessel";"Antwerpen";2006
905;"Ree";3990;"Opgrimbie";"Limburg";2008
906;"Ree";3670;"Ellekom";"Limburg";2006
907;"Ree";2243;"Pulle";"Antwerpen";2008
908;"Ree";3680;"0poeteren";"Limburg";2010
909;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2018
910;"Ree";3650;"DILSEN-STOKKEM";"Limburg";2015
911;"Ree";3803;"Dura";"Limburg";2006
912;"Ree";2230;"Herselt";"Antwerpen";2009
913;"Ree";3201;"Aarschot";"Vlaams-Brabant";2010
914;"Ree";2880;"Bornem";"Antwerpen";2007
915;"Ree";3680;"0poeteren";"Limburg";2006
916;"Ree";2240;"GEEL";"Antwerpen";2013
917;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2018
918;"Ree";9280;"Lebbeke";"Oost-Vlaanderen";2011
919;"Wild zwijn";3960;"BREE";"Limburg";2017
920;"Ree";2880;"BORNEM";"Antwerpen";2018
921;"Ree";3211;"";"Vlaams-Brabant";2012
922;"Wild zwijn";3600;"GENK";"Limburg";2017
923;"Ree";3970;"Hoogbosch";"Limburg";2003
924;"Wild zwijn";3061;NA;"Vlaams-Brabant";2013
925;"Ree";3500;"HASSELT";"Limburg";2018
926;"Ree";2400;"MOL";"Antwerpen";2014
927;"Ree";3500;"Hasselt";"Limburg";2004
928;"Ree";2400;"MOL";"Antwerpen";2018
929;"Ree";2040;"BERENDRECHT";"Antwerpen";2003
930;"Ree";2900;"Schoten";"Antwerpen";2010
931;"Ree";NA;NA;"Vlaams-Brabant";2016
932;"Ree";2490;"BALEN";"Antwerpen";2014
933;"Ree";3500;"Hasselt";"Limburg";2013
934;"Ree";3440;"ZOUTLEEUW";"Vlaams-Brabant";2016
935;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2015
936;"Ree";3540;"Berbroek";"Limburg";2004
937;"Ree";2950;"Berlaar";"Antwerpen";2003
938;"Ree";3660;"Opglabbeek";"Limburg";2010
939;"Ree";3930;"Achel";"Limburg";2011
940;"Ree";2491;"Balen";"Antwerpen";2010
941;"Ree";2490;"Balen";"Antwerpen";2013
942;"Ree";9180;"MOERBEKE";"Oost-Vlaanderen";2014
943;"Ree";3050;"";"Vlaams-Brabant";2002
944;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2014
945;"Damhert";9910;"KNESSELARE";"Oost-Vlaanderen";2017
946;"Ree";3580;"BERINGEN";"Limburg";2015
947;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2018
948;"Ree";1851;"";"Vlaams-Brabant";2006
949;"Ree";2380;"RAVELS";"Antwerpen";2014
950;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2019
951;"Ree";2500;"LIER";"Antwerpen";2014
952;"Ree";2390;"Malle";"Antwerpen";2012
953;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2014
954;"Ree";3950;"BOCHOLT";"Limburg";2016
955;"Ree";3560;"Linkhout";"Limburg";2004
956;"Ree";2460;"Kasterlee";"Antwerpen";2010
957;"Ree";3720;"KORTESSEM";"Limburg";2015
958;"Ree";2275;"GIERLE";"Antwerpen";2003
959;"Ree";3910;"NEERPELT";"Limburg";2017
960;"Ree";3201;"Aarschot";"Vlaams-Brabant";2005
961;"Ree";3730;"Hoeselt";"Limburg";2009
962;"Ree";2230;"Herselt";"Antwerpen";2012
963;"Wild zwijn";3630;"MAASMECHELEN";"Limburg";2015
964;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
965;"Ree";3660;"Opglabbeek";"Limburg";2010
966;"Ree";2400;"GEEL";"Antwerpen";2013
967;"Ree";2930;"Brasschaat";"Antwerpen";2009
968;"Ree";2440;"GEEL";"Antwerpen";2019
969;"Wild zwijn";3630;NA;"Limburg";2013
970;"Ree";3790;"Diepenbeek";"Voeren";2002
971;"Ree";2390;"Malle";"Antwerpen";2012
972;"Ree";2450;"Meerhout";"Antwerpen";2008
973;"Ree";3540;"HERK-DE-STAD";"Limburg";2015
974;"Ree";2380;"Bornem";"Antwerpen";2005
975;"Ree";3950;"Bochelt";"Limburg";2007
976;"Ree";2400;"GEEL";"Antwerpen";2009
977;"Ree";3640;"KINROOI";"Limburg";2016
